price,year,manufacturer,model,condition,cylinders,fuel,odometer,transmission,drive,type,paint_color
29990,2018.0,chevrolet,colorado crew cab work,good,6 cylinders,gas,11401.0,other,4wd,pickup,red
12995,2017.0,chevrolet,cruze,missing,4 cylinders,gas,51745.0,automatic,fwd,sedan,silver
14990,2019.0,mitsubishi,mirage g4 rf sedan 4d,good,missing,gas,10443.0,other,fwd,sedan,black
15997,2017.0,kia,niro fe,excellent,4 cylinders,hybrid,57066.0,automatic,missing,other,missing
19995,2017.0,ram,1500,missing,missing,gas,16707.0,automatic,missing,missing,missing
39990,2018.0,jeep,wrangler unlimited,good,4 cylinders,gas,24598.0,automatic,4wd,SUV,silver
7495,2011.0,toyota,venza,excellent,other,gas,199750.0,automatic,fwd,SUV,grey
21950,2011.0,nissan,titan pro-4x,missing,8 cylinders,gas,89481.0,automatic,4wd,truck,missing
0,2015.0,toyota,prius,missing,4 cylinders,hybrid,90205.0,automatic,fwd,sedan,red
19900,2013.0,ford,f-150,excellent,8 cylinders,gas,154524.0,automatic,4wd,truck,white
19915,2018.0,ford,escape,missing,4 cylinders,gas,55604.0,automatic,4wd,SUV,white
19999,2013.0,bmw,x5 xdrive35i,good,6 cylinders,gas,51001.0,automatic,missing,SUV,missing
799,2014.0,kia,sorento,missing,missing,gas,140967.0,automatic,missing,missing,missing
8795,2011.0,bmw,328i,missing,missing,gas,125365.0,manual,missing,sedan,missing
14750,2005.0,mercedes-benz,benz slk350,excellent,6 cylinders,gas,59000.0,automatic,rwd,bus,silver
4900,2001.0,ford,escape xlt,excellent,6 cylinders,gas,187430.0,automatic,4wd,SUV,blue
8995,2011.0,lincoln,mkt,missing,missing,gas,133490.0,automatic,missing,missing,missing
28999,2012.0,ram,5500 st chassis diesel,excellent,6 cylinders,diesel,204240.0,automatic,missing,truck,missing
19950,2018.0,bmw,330xi xdrive awd sport sedan,missing,missing,gas,65709.0,automatic,missing,missing,missing
19997,2013.0,audi,a8 4.0t quattro dealer serviced since new with all records*97k msrp* sport-conv-comfort-cold weather-camera assistance-led headlights and much more*no accidents*non smoker previous owner,missing,8 cylinders,gas,102174.0,other,4wd,sedan,black
48888,2015.0,ford,f350,missing,missing,diesel,107759.0,automatic,missing,missing,missing
14990,2015.0,honda,civic lx coupe 2d,good,missing,gas,77726.0,other,fwd,coupe,red
14590,2015.0,kia,soul ! wagon 4d,good,missing,other,72667.0,automatic,fwd,wagon,silver
4985,2004.0,bmw,3 series,missing,missing,gas,152096.0,automatic,missing,other,silver
14895,2016.0,kia,soul,excellent,4 cylinders,gas,65398.0,automatic,fwd,wagon,black
12595,2014.0,kia,sorento,like new,4 cylinders,gas,69500.0,automatic,4wd,SUV,silver
10000,2007.0,ford,explorer eddie bauer,excellent,6 cylinders,gas,91800.0,automatic,missing,SUV,black
15990,2016.0,missing,Scion iM Hatchback 4D,good,missing,gas,40668.0,other,fwd,hatchback,red
7000,1990.0,ford,e-250,good,8 cylinders,gas,122000.0,automatic,rwd,van,grey
429,2018.0,chevrolet,traverse,missing,6 cylinders,other,35348.0,automatic,fwd,SUV,red
7995,2012.0,chevrolet,malibu ls,excellent,4 cylinders,gas,88935.0,automatic,fwd,missing,white
8500,1996.0,chevrolet,corvette,fair,8 cylinders,gas,164832.0,automatic,rwd,missing,yellow
4995,2008.0,chevrolet,cobalt sport,excellent,4 cylinders,gas,187969.0,automatic,missing,missing,missing
4995,2009.0,ford,escape,missing,missing,gas,174988.0,automatic,missing,missing,missing
24860,2014.0,chevrolet,silverado 1500 lt crew 1owner 5.3l 4x4 canopy**new bfg t/a ko2**,missing,8 cylinders,other,112009.0,automatic,4wd,pickup,white
6500,2001.0,chevrolet,tahoe,missing,missing,gas,167000.0,automatic,missing,missing,silver
190,2015.0,ford,fiesta s,excellent,4 cylinders,gas,69366.0,automatic,fwd,sedan,white
14998,2015.0,chevrolet,equinox,excellent,missing,gas,62635.0,automatic,4wd,SUV,missing
9410,2013.0,hyundai,veloster,excellent,4 cylinders,gas,missing,automatic,fwd,hatchback,white
4950,2007.0,dodge,nitro,excellent,missing,gas,140000.0,automatic,rwd,SUV,silver
10600,2012.0,toyota,avalon,excellent,6 cylinders,gas,146000.0,automatic,fwd,sedan,white
8100,2009.0,chevrolet,suburban lt,missing,8 cylinders,gas,202000.0,automatic,missing,missing,missing
11800,2016.0,kia,sportage,missing,missing,gas,81943.0,automatic,missing,SUV,silver
0,2019.0,toyota,corolla le,missing,4 cylinders,gas,30842.0,automatic,fwd,sedan,missing
15172,2019.0,toyota,yaris l,good,missing,other,32742.0,other,fwd,sedan,black
0,2017.0,hyundai,tucson se awd gas suv,missing,missing,gas,32282.0,automatic,4wd,SUV,black
4188,2005.0,chevrolet,aveo,missing,missing,gas,82777.0,automatic,missing,other,silver
11995,2016.0,ford,fusion,missing,missing,gas,49296.0,automatic,missing,missing,missing
14395,2013.0,honda,cr-v,missing,4 cylinders,gas,86000.0,automatic,missing,SUV,custom
3999,2007.0,chevrolet,impala,like new,6 cylinders,gas,159047.0,automatic,fwd,sedan,missing
15500,2013.0,chrysler,town and country,good,missing,gas,82000.0,automatic,missing,missing,missing
14990,2007.0,chevrolet,silverado 1500 crew cab,excellent,8 cylinders,gas,131048.0,automatic,rwd,truck,silver
28590,2017.0,chevrolet,silverado 1500 regular,good,6 cylinders,gas,102.0,other,missing,pickup,red
21990,2013.0,toyota,tacoma access cab,good,missing,other,77018.0,other,missing,pickup,red
63000,2019.0,gmc,sierra 2500hd,missing,8 cylinders,diesel,59582.0,automatic,4wd,truck,missing
1900,2003.0,volkswagen,jetta wagon,good,4 cylinders,gas,143000.0,automatic,fwd,missing,silver
13999,2006.0,missing,maserati quattroporte,good,8 cylinders,gas,62000.0,manual,rwd,sedan,blue
26888,2018.0,chevrolet,colorado crew cab lt,like new,6 cylinders,gas,47000.0,automatic,rwd,truck,blue
15990,2015.0,mini,hardtop 2 door cooper s,good,missing,other,60291.0,other,missing,hatchback,red
2995,2004.0,nissan,maxima 3.5 se,missing,missing,gas,166497.0,automatic,fwd,sedan,missing
23000,2015.0,jeep,wrangler,like new,6 cylinders,gas,28000.0,automatic,4wd,SUV,red
35488,2015.0,chevrolet,silverado 1500 4wd lt,good,8 cylinders,gas,77171.0,automatic,4wd,pickup,grey
23500,2018.0,ford,edge,missing,4 cylinders,gas,46275.0,automatic,4wd,SUV,grey
9899,2013.0,volkswagen,tiguan,missing,4 cylinders,gas,78664.0,automatic,fwd,SUV,blue
37000,2015.0,ford,transit 250,excellent,6 cylinders,gas,79500.0,automatic,rwd,van,white
36590,2013.0,chevrolet,corvette grand sport,good,missing,other,79156.0,other,missing,other,missing
39590,2018.0,dodge,durango r/t sport utility,good,missing,other,40753.0,other,missing,SUV,white
0,2014.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,149060.0,automatic,4wd,truck,green
3800,2007.0,missing,sterling acterra,missing,missing,diesel,281000.0,automatic,missing,missing,missing
4800,2011.0,kia,forte sx,like new,4 cylinders,gas,93000.0,automatic,missing,missing,missing
31950,2016.0,mercedes-benz,e350 4matic awd sp,missing,missing,gas,63000.0,automatic,missing,missing,missing
8499,2011.0,chrysler,town & country,missing,6 cylinders,gas,131254.0,automatic,fwd,other,silver
38488,2017.0,lexus,rc,missing,missing,gas,31696.0,automatic,rwd,missing,white
7795,2013.0,hyundai,elantra,excellent,missing,gas,104790.0,automatic,fwd,sedan,blue
0,2011.0,chevrolet,suburban,missing,missing,other,140385.0,automatic,4wd,SUV,red
37614,2016.0,chevrolet,silverado 1500,missing,missing,gas,72125.0,automatic,4wd,pickup,missing
0,2011.0,kia,optima lx,missing,missing,gas,72904.0,automatic,fwd,sedan,grey
6995,2012.0,chevrolet,impala,missing,missing,gas,130513.0,automatic,missing,other,black
0,2018.0,missing,",2017,2016,2015 MODELS",like new,missing,gas,69000.0,automatic,missing,missing,missing
19590,2018.0,hyundai,sonata sel sedan 4d,good,missing,gas,18155.0,other,fwd,sedan,red
6995,2007.0,honda,odyssey ex,missing,6 cylinders,gas,175965.0,automatic,fwd,mini-van,missing
69950,2019.0,mercedes-benz,gle,missing,6 cylinders,gas,7914.0,automatic,4wd,SUV,grey
999,1996.0,toyota,corolla,missing,missing,gas,67528.0,automatic,missing,missing,missing
7900,2011.0,hyundai,sonata limited,like new,4 cylinders,gas,110000.0,automatic,fwd,sedan,blue
41000,2019.0,mini,t campervan rv,excellent,4 cylinders,gas,29228.0,automatic,fwd,van,missing
3200,1999.0,gmc,missing,fair,8 cylinders,gas,172000.0,automatic,4wd,pickup,custom
6600,2010.0,jeep,liberty,missing,6 cylinders,gas,109036.0,automatic,4wd,SUV,grey
15619,2015.0,missing,Scion FR-S,missing,4 cylinders,gas,93539.0,manual,rwd,coupe,silver
6500,2006.0,jeep,grand cherokee,excellent,6 cylinders,gas,170000.0,automatic,fwd,SUV,green
31999,2014.0,toyota,tundra crewmax,missing,8 cylinders,other,104658.0,automatic,4wd,pickup,blue
4300,1999.0,jeep,grand cherokee,good,6 cylinders,gas,128376.0,automatic,4wd,SUV,brown
17800,2016.0,ford,transit cargo 250,excellent,missing,gas,1000.0,automatic,rwd,van,white
99,2018.0,chevrolet,silverado 1500,missing,missing,other,59303.0,automatic,4wd,missing,green
5995,2007.0,honda,accord lx,excellent,4 cylinders,gas,159103.0,automatic,fwd,sedan,silver
10499,2010.0,ford,f-150,good,8 cylinders,gas,190000.0,automatic,rwd,truck,missing
12999,2012.0,chevrolet,silverado,missing,missing,gas,189370.0,automatic,missing,missing,missing
21590,2020.0,nissan,kicks sv sport utility 4d,good,missing,gas,2380.0,other,fwd,hatchback,missing
21000,2016.0,ford,f150,excellent,6 cylinders,gas,45000.0,automatic,4wd,pickup,grey
7900,1997.0,ford,e150 handicap van,good,8 cylinders,gas,135864.0,automatic,rwd,van,white
55997,2018.0,tesla,model s,excellent,missing,gas,11821.0,automatic,4wd,hatchback,black
21999,2014.0,subaru,outback,excellent,missing,gas,40188.0,manual,4wd,wagon,blue
5995,2006.0,chevrolet,hhr lt,missing,4 cylinders,gas,124266.0,automatic,fwd,wagon,custom
47400,2017.0,audi,a7,missing,missing,gas,28155.0,automatic,missing,hatchback,missing
27900,2003.0,ford,mustang mach 1,missing,missing,gas,5553.0,manual,missing,missing,missing
0,2018.0,chevrolet,equinox,excellent,4 cylinders,gas,103222.0,automatic,fwd,SUV,missing
18600,2018.0,subaru,outback premium,excellent,4 cylinders,gas,63000.0,automatic,4wd,wagon,grey
4800,2005.0,mazda,6,missing,missing,gas,120000.0,automatic,missing,missing,missing
4000,2008.0,volvo,xc90,excellent,6 cylinders,gas,200000.0,automatic,4wd,SUV,grey
6500,2010.0,honda,civic ex,missing,4 cylinders,gas,140000.0,automatic,fwd,missing,missing
35000,2010.0,ford,f-350,missing,missing,diesel,255000.0,manual,missing,missing,missing
26987,2011.0,chevrolet,express g4500,excellent,8 cylinders,diesel,64985.0,automatic,rwd,bus,white
3500,1999.0,chevrolet,suburban,fair,8 cylinders,gas,253000.0,automatic,4wd,SUV,brown
42998,2014.0,ram,5500,missing,missing,diesel,197853.0,missing,4wd,other,silver
5000,1997.0,ram,1500,good,8 cylinders,gas,223636.0,automatic,4wd,truck,white
34990,2020.0,cadillac,xt4 sport suv 4d,good,missing,diesel,4174.0,other,missing,hatchback,white
18916,2014.0,dodge,charger,excellent,6 cylinders,gas,50757.0,automatic,missing,sedan,white
19500,2020.0,chevrolet,malibu,missing,missing,gas,1001.0,missing,missing,other,brown
32888,2019.0,ram,1500,like new,8 cylinders,gas,68300.0,automatic,rwd,truck,black
33990,2016.0,ford,f250 super duty cab xl,good,8 cylinders,gas,18380.0,other,missing,pickup,white
16900,2005.0,ford,f450 xl,missing,missing,gas,42000.0,automatic,missing,missing,missing
6400,2007.0,mercedes-benz,c280 4matic,excellent,6 cylinders,gas,124985.0,automatic,4wd,sedan,silver
25000,2014.0,volvo,d11,missing,missing,diesel,613000.0,manual,missing,missing,missing
8499,2012.0,hyundai,veloster,missing,4 cylinders,gas,93480.0,automatic,fwd,other,red
8999,2021.0,missing,Argo Amphibious Frontier 6x6 600,excellent,missing,gas,missing,automatic,missing,missing,black
0,2015.0,jeep,renegade sport,missing,4 cylinders,gas,55157.0,automatic,fwd,SUV,missing
193,2009.0,bmw,3 series 335i,missing,6 cylinders,gas,72070.0,automatic,rwd,coupe,missing
22998,2020.0,mini,countryman,missing,missing,gas,37753.0,automatic,missing,SUV,grey
3977,2002.0,volvo,s80,missing,missing,gas,114419.0,automatic,fwd,missing,silver
4999,2000.0,lexus,rx,excellent,6 cylinders,gas,176999.0,automatic,fwd,missing,missing
8971,2014.0,volkswagen,jetta,missing,4 cylinders,gas,106795.0,automatic,fwd,sedan,custom
10999,2014.0,volkswagen,passat,excellent,4 cylinders,gas,95474.0,automatic,fwd,sedan,white
18987,2018.0,ford,fusion,missing,4 cylinders,gas,35633.0,automatic,fwd,sedan,grey
8995,2008.0,toyota,rav-4,excellent,4 cylinders,gas,223286.0,automatic,fwd,SUV,custom
12000,1978.0,cadillac,seville,good,missing,gas,123456.0,automatic,missing,missing,missing
31999,2015.0,gmc,sierra,like new,8 cylinders,gas,144700.0,automatic,4wd,truck,white
10895,2012.0,ford,mustang,missing,missing,other,128004.0,automatic,missing,convertible,missing
7895,2007.0,infiniti,m35x awd,excellent,6 cylinders,gas,152950.0,automatic,4wd,sedan,grey
12195,2013.0,toyota,rav4,excellent,missing,gas,130185.0,automatic,4wd,SUV,red
5995,2012.0,kia,soul,missing,missing,gas,131000.0,automatic,missing,missing,missing
4000,2003.0,ford,f250 lariat,fair,8 cylinders,gas,157500.0,automatic,4wd,pickup,grey
31995,2015.0,chevrolet,silverado 1500 lt,missing,missing,gas,74276.0,automatic,missing,missing,missing
21590,2020.0,kia,sportage lx sport utility 4d,good,missing,gas,11879.0,other,fwd,SUV,red
54995,2019.0,gmc,sierra 1500 4wd,excellent,missing,gas,70397.0,automatic,4wd,missing,white
18590,2015.0,hyundai,genesis 3.8 sedan 4d,good,6 cylinders,gas,100176.0,automatic,missing,sedan,missing
30590,2019.0,honda,ridgeline sport pickup 4d,good,missing,other,23645.0,other,missing,pickup,silver
2200,1998.0,mercury,grand marquis gs,good,8 cylinders,gas,17260.0,automatic,rwd,sedan,grey
4995,2010.0,ford,fusion se,excellent,6 cylinders,gas,135675.0,automatic,fwd,sedan,grey
0,2015.0,nissan,versa note,missing,missing,gas,67068.0,manual,missing,missing,missing
25990,2019.0,gmc,acadia slt-2 sport utility,good,6 cylinders,gas,70640.0,other,fwd,SUV,white
41590,2019.0,ram,1500 crew cab big horn,good,8 cylinders,gas,44925.0,other,4wd,pickup,blue
28990,2017.0,jaguar,f-pace 20d prestige sport,good,missing,diesel,71386.0,automatic,missing,SUV,blue
0,2016.0,toyota,4runner trd pro,excellent,6 cylinders,gas,45286.0,automatic,4wd,SUV,brown
12938,2018.0,kia,forte lx,missing,missing,gas,49434.0,automatic,missing,missing,missing
17770,2017.0,honda,fit,excellent,missing,gas,25959.0,automatic,fwd,hatchback,missing
0,2015.0,dodge,challenger,missing,missing,gas,56493.0,manual,rwd,coupe,blue
11900,2016.0,jeep,patriot sport,good,4 cylinders,gas,90000.0,automatic,4wd,SUV,grey
17990,2013.0,lincoln,mkz sedan 4d,good,6 cylinders,gas,41750.0,automatic,fwd,sedan,white
21997,2007.0,toyota,"4runner sport edition 4dr suv 1-oregon owner*rust free* new bilstein lift*new 33""yokohama geolanders*new mk6 wheels*no accidents*tyger roof basket*all records since new",missing,6 cylinders,gas,171525.0,automatic,4wd,SUV,white
49590,2020.0,ram,1500 crew cab laramie,good,8 cylinders,gas,6330.0,other,missing,pickup,missing
13599,2001.0,ford,ranger,excellent,6 cylinders,gas,56621.0,automatic,rwd,truck,white
0,2014.0,mercedes-benz,m-class,missing,8 cylinders,gas,94133.0,automatic,4wd,SUV,white
16800,2010.0,mazda,mx-5 miata,like new,4 cylinders,gas,42700.0,automatic,rwd,convertible,red
41590,2020.0,missing,Genesis G70 3.3T Sedan 4D,good,missing,other,6390.0,other,rwd,sedan,black
22500,2007.0,dodge,sprinter 3500,excellent,6 cylinders,diesel,229204.0,automatic,rwd,truck,white
9926,2011.0,nissan,murano sv awd! awd,excellent,6 cylinders,gas,125475.0,automatic,4wd,SUV,missing
44999,2018.0,toyota,tundra,missing,missing,gas,36761.0,missing,4wd,pickup,missing
7399,2013.0,toyota,prius,excellent,4 cylinders,hybrid,142000.0,automatic,fwd,sedan,green
6900,2010.0,toyota,matrix,like new,4 cylinders,gas,86727.0,automatic,fwd,wagon,blue
1000,2001.0,cadillac,dts,good,8 cylinders,gas,59500.0,automatic,fwd,sedan,black
16995,2016.0,honda,civic,missing,4 cylinders,gas,69547.0,automatic,fwd,sedan,custom
18990,2019.0,hyundai,sonata se sedan 4d,good,missing,other,9066.0,other,missing,sedan,missing
4300,2009.0,volkswagen,jetta,good,5 cylinders,gas,122000.0,manual,missing,missing,missing
43500,2014.0,toyota,fj cruiser,missing,6 cylinders,gas,76533.0,automatic,4wd,SUV,blue
0,2018.0,ford,fusion,excellent,4 cylinders,gas,missing,automatic,fwd,missing,missing
39990,2019.0,nissan,370z nismo coupe 2d,good,6 cylinders,gas,8373.0,other,rwd,coupe,white
6600,2010.0,gmc,acadia,excellent,6 cylinders,gas,145200.0,automatic,missing,SUV,white
28590,2017.0,jaguar,xf 20d premium sedan 4d,good,missing,gas,9962.0,other,rwd,sedan,silver
6000,1948.0,chevrolet,missing,missing,8 cylinders,gas,40000.0,automatic,missing,truck,black
5500,2009.0,jeep,patriot,good,6 cylinders,gas,158000.0,automatic,rwd,SUV,silver
33990,2019.0,jeep,wrangler sport suv 2d,good,6 cylinders,gas,7359.0,other,4wd,other,white
35990,2020.0,infiniti,qx50 pure sport utility,good,missing,other,4719.0,other,fwd,hatchback,white
39995,2014.0,ram,2500 power wagon,excellent,8 cylinders,gas,120673.0,automatic,4wd,offroad,white
42990,2018.0,bmw,x6 xdrive35i sport utility,good,missing,gas,46210.0,manual,missing,other,black
7850,2013.0,dodge,avenger,missing,6 cylinders,gas,144755.0,automatic,fwd,sedan,missing
5400,1968.0,ford,mustang,fair,8 cylinders,gas,9000.0,automatic,rwd,coupe,custom
11879,2013.0,cadillac,xts,missing,missing,gas,145550.0,automatic,missing,other,silver
13320,2014.0,toyota,camry xle,excellent,4 cylinders,gas,63449.0,automatic,missing,sedan,missing
1600,2003.0,chevrolet,venture,good,missing,gas,1.0,automatic,missing,missing,blue
15500,2014.0,hyundai,santa fe,missing,missing,gas,76238.0,automatic,missing,missing,missing
34995,2017.0,nissan,titan,missing,8 cylinders,gas,76393.0,automatic,4wd,truck,white
6995,2006.0,nissan,pathfinder,missing,missing,gas,185445.0,automatic,4wd,SUV,silver
31877,2014.0,jeep,wrangler unlimited sport,like new,6 cylinders,gas,70817.0,automatic,4wd,missing,missing
10800,2016.0,ford,focus s,excellent,4 cylinders,gas,32432.0,manual,fwd,sedan,white
6500,1999.0,toyota,land cruiser,good,8 cylinders,gas,152521.0,automatic,missing,missing,grey
2500,2001.0,ford,ranger xlt,fair,6 cylinders,gas,96576.0,automatic,4wd,truck,blue
55000,2014.0,ford,shelby,like new,8 cylinders,gas,1275.0,manual,rwd,coupe,silver
0,2015.0,volkswagen,eos,missing,missing,gas,29808.0,automatic,fwd,convertible,red
38990,2019.0,toyota,4runner limited sport,good,missing,other,11877.0,other,missing,other,white
0,2019.0,mazda,mx-5 miata rf,missing,4 cylinders,gas,9190.0,automatic,rwd,convertible,missing
3995,2003.0,ford,ranger xlt,good,6 cylinders,gas,255000.0,automatic,4wd,missing,black
53999,2020.0,chevrolet,lifted silverado 1500,missing,missing,gas,13190.0,automatic,4wd,truck,black
4000,2000.0,ford,e350,good,8 cylinders,diesel,154000.0,automatic,rwd,other,white
7995,2012.0,subaru,outback 2.5i premium,missing,4 cylinders,gas,146566.0,manual,4wd,wagon,grey
800,2003.0,missing,2003,fair,6 cylinders,gas,182000.0,automatic,rwd,sedan,red
0,2017.0,ford,f-250sd,missing,8 cylinders,diesel,57319.0,automatic,4wd,truck,missing
35990,2020.0,volvo,s60 t6 inscription sedan,good,missing,other,11878.0,other,missing,sedan,blue
6495,2012.0,gmc,terrain,missing,missing,gas,180727.0,automatic,missing,missing,missing
12878,2013.0,subaru,xv crosstrek,missing,missing,gas,103726.0,automatic,missing,missing,missing
38990,2020.0,acura,rdx sh-awd technology pkg,good,missing,gas,6139.0,other,missing,SUV,missing
17500,2015.0,missing,toytota rav4,like new,4 cylinders,gas,53500.0,automatic,fwd,SUV,white
15999,2011.0,toyota,tundra 2wd truck,excellent,missing,gas,119690.0,automatic,rwd,pickup,missing
31990,2015.0,ford,f150 lariat,missing,missing,gas,108054.0,automatic,missing,missing,missing
4500,2009.0,audi,a4 quattro s-line,good,4 cylinders,gas,141000.0,automatic,missing,convertible,grey
63900,2018.0,chevrolet,silverado 2500hd,missing,missing,diesel,70394.0,automatic,4wd,truck,missing
25995,2018.0,jeep,grand cherokee laredo,like new,6 cylinders,gas,18195.0,automatic,4wd,SUV,missing
13999,2012.0,bmw,5 series 528i xdrive,good,4 cylinders,gas,80730.0,automatic,missing,sedan,grey
0,2017.0,honda,civic sedan,missing,missing,gas,53045.0,automatic,fwd,sedan,white
5400,2006.0,mercedes-benz,benz s430,excellent,8 cylinders,gas,118000.0,automatic,4wd,missing,green
9700,2012.0,gmc,terrain,good,4 cylinders,gas,103000.0,automatic,fwd,SUV,black
5500,2007.0,honda,accord,excellent,4 cylinders,gas,143000.0,automatic,missing,missing,missing
36590,2017.0,chevrolet,silverado 1500 double,good,8 cylinders,gas,13146.0,other,4wd,pickup,red
8995,2006.0,bmw,z4,excellent,6 cylinders,gas,118165.0,manual,rwd,other,blue
43990,2016.0,chevrolet,4500 lcf gas,good,8 cylinders,gas,45542.0,automatic,rwd,missing,white
0,2017.0,ford,flex,missing,missing,gas,78258.0,automatic,fwd,SUV,silver
18995,2018.0,nissan,frontier,excellent,6 cylinders,gas,33000.0,automatic,rwd,missing,blue
30995,2015.0,lexus,gs,excellent,missing,gas,46282.0,automatic,rwd,sedan,missing
16981,2019.0,dodge,journey,missing,6 cylinders,gas,48309.0,automatic,fwd,SUV,black
25990,2018.0,bmw,x2 sdrive28i sport utility,good,missing,gas,50252.0,other,fwd,other,black
15695,2011.0,mercedes-benz,m-class,missing,missing,gas,74761.0,automatic,missing,missing,black
6500,2006.0,toyota,sienna limited,missing,8 cylinders,gas,86002.0,automatic,rwd,van,white
27995,2017.0,jeep,cherokee overland,missing,missing,gas,42601.0,automatic,missing,missing,missing
2800,2007.0,ford,f 250 sd,good,missing,gas,150654.0,automatic,rwd,truck,white
7500,2007.0,gmc,yukon slt,missing,8 cylinders,gas,217680.0,automatic,4wd,SUV,missing
41990,2019.0,lincoln,continental reserve,good,6 cylinders,gas,9345.0,other,fwd,sedan,blue
14995,2013.0,ford,escape,excellent,4 cylinders,gas,65818.0,automatic,4wd,SUV,missing
0,2009.0,lincoln,mkz/zephyr,missing,6 cylinders,gas,123198.0,automatic,fwd,sedan,silver
2800,1974.0,missing,oldsmobile cutlass,good,8 cylinders,gas,100000.0,other,rwd,coupe,black
13337,2012.0,kia,sorento,missing,missing,gas,97850.0,automatic,4wd,wagon,missing
0,2015.0,toyota,tacoma lifted truck lea,missing,6 cylinders,gas,61443.0,automatic,4wd,truck,missing
20495,2017.0,jeep,grand cherokee laredo 4x4,excellent,6 cylinders,gas,24072.0,automatic,4wd,SUV,grey
3999,2006.0,toyota,sienna,like new,6 cylinders,gas,138203.0,automatic,fwd,mini-van,missing
12000,2012.0,mercedes-benz,benz,excellent,6 cylinders,gas,124000.0,automatic,missing,coupe,black
2200,1994.0,chevrolet,suburban,good,8 cylinders,gas,215000.0,automatic,4wd,SUV,blue
9500,1971.0,volkswagen,karmann ghia,excellent,4 cylinders,gas,78000.0,manual,rwd,coupe,red
14000,2014.0,toyota,camry,excellent,4 cylinders,gas,55652.0,automatic,fwd,sedan,custom
7650,2016.0,ford,fusion,good,4 cylinders,gas,113122.0,automatic,fwd,sedan,silver
4995,2010.0,toyota,prius,missing,missing,gas,176000.0,manual,missing,missing,missing
2000,2008.0,toyota,rav4 sport,excellent,4 cylinders,gas,74163.0,automatic,rwd,SUV,white
7495,2009.0,mini,cooper s,like new,4 cylinders,gas,79400.0,automatic,fwd,hatchback,red
9450,2007.0,mercedes-benz,s-class s550 sedan,excellent,8 cylinders,gas,171400.0,automatic,rwd,sedan,black
17997,2014.0,mercedes-benz,glk,excellent,missing,gas,73180.0,automatic,4wd,SUV,missing
35590,2013.0,chevrolet,corvette coupe 2d,good,missing,other,24471.0,other,rwd,coupe,yellow
32800,2018.0,ford,transit,excellent,6 cylinders,gas,43479.0,automatic,rwd,van,white
38995,2018.0,toyota,tacoma,missing,missing,gas,41498.0,automatic,4wd,pickup,black
0,2020.0,chevrolet,silverado 1500 lt,missing,8 cylinders,gas,12536.0,automatic,4wd,missing,missing
3900,2003.0,buick,lesabre custom,good,6 cylinders,gas,103000.0,automatic,fwd,sedan,missing
39590,2019.0,ford,ranger,missing,missing,gas,14146.0,automatic,4wd,pickup,black
12000,1996.0,ford,e350 van,good,8 cylinders,diesel,229986.0,automatic,rwd,van,white
48990,missing,missing,Gladiator,missing,6 cylinders,gas,5792.0,automatic,4wd,pickup,black
14799,2015.0,audi,a4,missing,missing,gas,81762.0,automatic,missing,sedan,silver
5995,2008.0,nissan,altima,good,4 cylinders,gas,81187.0,automatic,fwd,sedan,blue
8980,2009.0,toyota,camry,missing,4 cylinders,gas,140659.0,manual,fwd,sedan,white
0,2014.0,ford,expedition,missing,missing,other,missing,automatic,fwd,SUV,silver
5500,2005.0,acura,rl sh-awd,fair,6 cylinders,gas,119000.0,automatic,4wd,sedan,grey
9500,2012.0,chrysler,300,missing,missing,gas,101000.0,automatic,missing,missing,missing
0,2015.0,jeep,compass,excellent,4 cylinders,gas,117791.0,automatic,4wd,SUV,silver
25590,2017.0,toyota,avalon xle touring sedan,good,6 cylinders,gas,30870.0,other,fwd,sedan,silver
9500,2005.0,chevrolet,silverado 1500 extended cab,missing,8 cylinders,gas,137215.0,automatic,4wd,pickup,custom
14950,2011.0,toyota,tundra,missing,8 cylinders,gas,182349.0,automatic,4wd,pickup,blue
1000,2004.0,toyota,matrix xr,excellent,4 cylinders,gas,167000.0,automatic,missing,SUV,white
4950,1990.0,chevrolet,silverado 1500,good,6 cylinders,gas,201378.0,automatic,missing,missing,missing
0,2009.0,jeep,wrangler,excellent,missing,gas,missing,automatic,4wd,missing,silver
22999,1927.0,ford,tall t,missing,missing,other,44.0,automatic,missing,missing,missing
23590,2018.0,chrysler,300 limited sedan 4d,good,6 cylinders,gas,42786.0,other,missing,sedan,white
17995,2016.0,kia,optima,missing,4 cylinders,gas,136504.0,automatic,fwd,sedan,red
18990,2015.0,honda,cr-v ex sport utility 4d,good,missing,other,44617.0,other,missing,other,silver
24850,2013.0,jeep,wrangler unlimited sahara,excellent,6 cylinders,gas,129955.0,automatic,4wd,SUV,white
39999,2016.0,toyota,tundra sr5 4x4 1/2 ton,missing,missing,gas,62092.0,automatic,4wd,truck,grey
6495,2009.0,honda,civic,like new,4 cylinders,gas,105000.0,automatic,fwd,sedan,blue
32990,2015.0,toyota,sequoia sr5 sport utility,good,missing,other,67498.0,other,4wd,other,missing
13500,2004.0,ford,f150 heritage,excellent,missing,gas,98000.0,automatic,missing,missing,missing
8750,2007.0,chevrolet,missing,missing,8 cylinders,diesel,264000.0,automatic,missing,missing,missing
38655,2018.0,bmw,x5,missing,6 cylinders,gas,36932.0,automatic,rwd,SUV,black
18852,2017.0,hyundai,santa fe,missing,missing,gas,89675.0,automatic,fwd,wagon,black
