price,year,manufacturer,model,condition,cylinders,fuel,odometer,transmission,drive,type,paint_color
8995,2004.0,infiniti,qx56,missing,8 cylinders,gas,175667.0,automatic,4wd,SUV,black
29500,1972.0,chevrolet,corvette,missing,missing,gas,42900.0,automatic,missing,missing,missing
7495,2014.0,mitsubishi,outlander sport,good,4 cylinders,gas,135017.0,automatic,fwd,wagon,red
26995,2005.0,chevrolet,corvette,good,8 cylinders,gas,missing,automatic,rwd,coupe,silver
28590,2017.0,jeep,wrangler sport suv 2d,good,6 cylinders,gas,37218.0,other,4wd,other,missing
13685,2015.0,dodge,journey,missing,missing,gas,78124.0,automatic,fwd,missing,missing
2600,2001.0,subaru,outback,good,6 cylinders,gas,222100.0,automatic,4wd,wagon,green
17000,2018.0,ford,escape,missing,4 cylinders,gas,30857.0,automatic,fwd,SUV,white
23990,2016.0,chevrolet,silverado 1500 regular,good,6 cylinders,gas,41568.0,other,missing,pickup,white
26990,2014.0,lexus,ls 460 sedan 4d,good,missing,other,96454.0,automatic,rwd,sedan,red
16500,2013.0,nissan,frontier,missing,missing,gas,101019.0,automatic,4wd,pickup,white
27475,2017.0,rover,discovery sport,missing,missing,gas,53284.0,automatic,4wd,missing,white
39590,2014.0,mercedes-benz,s-class s 550,good,8 cylinders,gas,51937.0,other,rwd,sedan,silver
25260,2018.0,audi,q3,good,missing,gas,31922.0,automatic,missing,missing,missing
12991,2012.0,ford,mustang,missing,missing,gas,80324.0,automatic,rwd,coupe,silver
7499,2011.0,honda,accord ex,like new,4 cylinders,gas,114000.0,automatic,fwd,sedan,red
0,2017.0,audi,a4,missing,missing,gas,25060.0,automatic,missing,sedan,red
19640,2015.0,mercedes-benz,m-class,missing,6 cylinders,gas,89868.0,automatic,rwd,SUV,silver
24900,2005.0,chevrolet,corvette,excellent,8 cylinders,gas,53000.0,manual,missing,convertible,silver
12980,2014.0,dodge,grand caravan,excellent,6 cylinders,gas,70292.0,automatic,fwd,mini-van,red
5500,2008.0,lexus,rx 400h,good,missing,gas,197000.0,automatic,4wd,SUV,black
39990,2016.0,porsche,cayenne sport utility 4d,good,6 cylinders,gas,34565.0,other,missing,other,silver
0,2020.0,subaru,wrx base,good,missing,other,10.0,manual,missing,sedan,silver
9514,2017.0,chevrolet,spark,missing,missing,gas,87037.0,automatic,fwd,hatchback,missing
18923,2009.0,chevrolet,tahoe 4wd 4dr 1500 lt w/1lt,missing,8 cylinders,missing,158341.0,automatic,4wd,SUV,white
3900,2013.0,nissan,altima,good,4 cylinders,gas,172000.0,automatic,fwd,sedan,grey
11495,2010.0,honda,cr-v,missing,missing,gas,82000.0,automatic,missing,missing,missing
12999,2016.0,toyota,camry,excellent,missing,gas,126291.0,automatic,fwd,sedan,grey
21995,2016.0,buick,enclave,good,6 cylinders,gas,83123.0,automatic,4wd,SUV,blue
18950,2015.0,subaru,wrx,missing,missing,gas,83968.0,automatic,missing,missing,missing
400,2005.0,toyota,tacoma,missing,missing,gas,100000.0,automatic,missing,missing,missing
15990,2015.0,toyota,prius four hatchback 4d,good,missing,gas,66732.0,other,fwd,hatchback,white
15000,1983.0,missing,oldsmobile 98 regency,excellent,8 cylinders,gas,31437.0,automatic,rwd,sedan,white
5200,2006.0,cadillac,srx,excellent,6 cylinders,gas,127000.0,automatic,rwd,wagon,custom
5899,2008.0,volkswagen,eos 2.0 turbo,excellent,4 cylinders,gas,149909.0,automatic,fwd,convertible,white
28909,2017.0,bmw,x3 xdrive28i,missing,4 cylinders,gas,27254.0,other,4wd,SUV,white
5900,2011.0,ford,missing,missing,missing,gas,150000.0,automatic,missing,missing,missing
1400,2004.0,pontiac,grand am,fair,6 cylinders,gas,190000.0,automatic,fwd,sedan,silver
13777,2017.0,nissan,altima,excellent,missing,gas,71109.0,automatic,fwd,sedan,missing
0,2014.0,jeep,grand cherokee,missing,6 cylinders,diesel,116137.0,automatic,4wd,SUV,silver
0,2017.0,missing,ALL MAKES ALL MODELS,good,missing,gas,75000.0,automatic,4wd,missing,black
5449,2011.0,chevrolet,impala,missing,missing,other,138164.0,automatic,missing,sedan,white
27990,2014.0,toyota,tacoma access cab pickup,good,missing,other,17805.0,other,missing,pickup,red
11950,2018.0,hyundai,elantra,excellent,4 cylinders,gas,40727.0,automatic,fwd,missing,grey
20000,1973.0,mercedes-benz,benz 450slc,like new,8 cylinders,gas,95000.0,automatic,rwd,coupe,silver
21900,missing,missing,a RAV4,missing,4 cylinders,gas,28500.0,automatic,missing,SUV,blue
38230,2017.0,gmc,sierra,excellent,8 cylinders,gas,92614.0,automatic,4wd,truck,white
26990,2017.0,nissan,titan single cab sv,good,8 cylinders,gas,41335.0,other,4wd,pickup,red
24995,2014.0,hyundai,equus ultimate,like new,8 cylinders,gas,71400.0,automatic,missing,sedan,white
9490,2013.0,kia,optima,excellent,4 cylinders,gas,99517.0,automatic,fwd,sedan,brown
31590,2018.0,rover,range evoque se sport,good,missing,gas,42338.0,other,4wd,other,black
0,2019.0,acura,ilx premium pkg,missing,missing,gas,missing,automatic,fwd,sedan,missing
321,2017.0,volkswagen,golf gti,missing,4 cylinders,gas,36589.0,automatic,fwd,hatchback,black
11900,2013.0,infiniti,g37 sedan,missing,missing,gas,72384.0,automatic,rwd,sedan,red
199,2017.0,dodge,charger,missing,missing,gas,19220.0,automatic,missing,missing,missing
7700,2011.0,nissan,rogue,good,4 cylinders,gas,121114.0,automatic,4wd,SUV,red
11995,2008.0,lexus,rx 400h,excellent,missing,hybrid,119869.0,automatic,4wd,SUV,missing
5999,2007.0,saturn,aura,excellent,6 cylinders,gas,132935.0,automatic,fwd,missing,black
7300,2009.0,acura,mdx 4x4,missing,missing,gas,143000.0,automatic,missing,missing,missing
9875,2015.0,ford,escape,excellent,missing,gas,142000.0,automatic,4wd,SUV,black
2600,2000.0,buick,lesabre,missing,6 cylinders,gas,212061.0,automatic,fwd,missing,blue
9975,2011.0,acura,tl,missing,6 cylinders,gas,130342.0,automatic,4wd,sedan,silver
16495,2013.0,mercedes-benz,c-class,excellent,missing,gas,65000.0,automatic,4wd,sedan,missing
7995,2010.0,subaru,outback sport,excellent,4 cylinders,gas,96911.0,automatic,4wd,wagon,silver
12999,2006.0,mercedes-benz,slk280 3.0l,excellent,6 cylinders,gas,85000.0,automatic,missing,convertible,missing
0,2020.0,kia,sorento,missing,6 cylinders,gas,29053.0,automatic,4wd,SUV,missing
6900,2008.0,ford,explorer 4x4 xlt,excellent,6 cylinders,gas,151300.0,automatic,4wd,SUV,silver
21425,2016.0,toyota,rav4,missing,missing,gas,78300.0,automatic,missing,missing,red
8995,2003.0,toyota,tundra access cab sr5,excellent,8 cylinders,gas,210000.0,automatic,4wd,pickup,red
0,2006.0,toyota,camry,missing,4 cylinders,gas,152677.0,automatic,fwd,sedan,black
25777,2017.0,volvo,xc90 t6 all services up to date,excellent,missing,gas,99030.0,automatic,4wd,SUV,missing
5700,2011.0,toyota,prius,excellent,missing,hybrid,130389.0,automatic,missing,missing,missing
39500,2007.0,ford,f-650 dump,like new,6 cylinders,diesel,8447.0,manual,rwd,truck,white
11200,2016.0,nissan,sentra,excellent,missing,gas,51424.0,automatic,fwd,sedan,black
2450,2006.0,missing,2008cobalt,good,4 cylinders,gas,140000.0,manual,fwd,missing,missing
2500,2001.0,mercedes-benz,benz sl500 roadster,good,6 cylinders,gas,160000.0,automatic,rwd,convertible,silver
0,2015.0,hyundai,sonata,missing,missing,gas,35965.0,automatic,missing,missing,missing
17900,2018.0,gmc,terrain,good,4 cylinders,gas,34955.0,automatic,fwd,SUV,silver
23991,2018.0,toyota,rav4,missing,missing,gas,15479.0,automatic,fwd,missing,missing
25995,2014.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,104854.0,automatic,4wd,truck,green
18990,2018.0,chevrolet,trax lt sport utility,good,missing,gas,14255.0,other,missing,hatchback,missing
22690,2017.0,toyota,rav4,missing,4 cylinders,gas,71436.0,automatic,fwd,SUV,black
1000,2008.0,toyota,yaris,missing,4 cylinders,gas,132919.0,automatic,rwd,sedan,silver
51990,2013.0,ram,5500,good,missing,diesel,129633.0,other,rwd,truck,white
30995,2019.0,ford,transit 250 cargo van,like new,6 cylinders,gas,17171.0,automatic,rwd,van,white
4995,2010.0,hyundai,elantra,excellent,4 cylinders,gas,107000.0,automatic,fwd,missing,red
19990,2013.0,lexus,gs 350 sedan 4d,good,6 cylinders,gas,98917.0,other,rwd,sedan,white
14990,2014.0,toyota,sienna,missing,missing,gas,101598.0,automatic,fwd,wagon,missing
338,2016.0,bmw,5 series,missing,6 cylinders,gas,42911.0,automatic,rwd,sedan,missing
4950,2009.0,honda,accord sedan,missing,4 cylinders,gas,217817.0,manual,fwd,sedan,silver
15886,2019.0,hyundai,elantra sel auto,missing,missing,missing,8266.0,automatic,fwd,sedan,grey
7000,2009.0,toyota,camry,missing,4 cylinders,gas,79790.0,automatic,fwd,sedan,silver
8998,2013.0,subaru,legacy,missing,missing,gas,129811.0,automatic,missing,sedan,white
38590,2019.0,bmw,x3 xdrive30i sport utility,good,missing,gas,10588.0,automatic,missing,SUV,silver
18950,2014.0,bmw,535 diesel sedan,like new,6 cylinders,diesel,67000.0,automatic,rwd,sedan,black
34990,2019.0,ram,1500 classic crew cab big,good,8 cylinders,gas,34139.0,other,missing,pickup,white
7950,2006.0,bmw,330xi xdrive awd sport sedan,missing,missing,gas,159399.0,automatic,missing,missing,missing
9999,2008.0,lexus,rx 350 awd,excellent,6 cylinders,gas,182604.0,automatic,4wd,SUV,red
16995,2017.0,toyota,camry,excellent,4 cylinders,gas,67930.0,automatic,fwd,sedan,red
2900,2002.0,subaru,impreza outback sport,missing,missing,gas,168759.0,automatic,missing,missing,missing
38990,2020.0,tesla,model 3 standard range,good,missing,electric,9665.0,other,missing,sedan,white
15998,2014.0,honda,crv all wheel drive lx,excellent,missing,gas,77567.0,automatic,4wd,SUV,missing
32000,2015.0,ram,1500,missing,6 cylinders,diesel,72982.0,automatic,4wd,truck,missing
14900,2014.0,ford,fusion,excellent,4 cylinders,gas,49189.0,automatic,fwd,sedan,red
44900,2014.0,ram,2500 longhorn mega 4x4,missing,missing,diesel,152034.0,automatic,missing,missing,missing
9950,2017.0,nissan,altima,excellent,4 cylinders,gas,91000.0,automatic,fwd,sedan,black
7999,2016.0,kia,forte,missing,4 cylinders,gas,108245.0,automatic,fwd,sedan,silver
6995,2011.0,honda,civic,excellent,4 cylinders,gas,125000.0,automatic,rwd,missing,black
23590,2018.0,lincoln,mkc premiere sport,good,missing,gas,28887.0,other,fwd,other,missing
0,2015.0,ram,1500,excellent,8 cylinders,gas,136843.0,automatic,rwd,truck,missing
10880,1997.0,ford,f-150 lariat,missing,8 cylinders,gas,95834.0,automatic,4wd,pickup,missing
18875,2013.0,rover,lr4 hse,missing,missing,gas,116915.0,automatic,missing,missing,missing
23990,2016.0,chevrolet,silverado 1500 regular,good,6 cylinders,gas,41568.0,other,missing,pickup,white
19999,2016.0,jeep,cherokee limited 4x4 gas,missing,missing,gas,62727.0,automatic,4wd,SUV,black
8799,2014.0,subaru,forester,excellent,4 cylinders,gas,155955.0,automatic,4wd,SUV,blue
10299,2020.0,chevrolet,spark,missing,4 cylinders,gas,34314.0,automatic,fwd,other,missing
19995,2014.0,infiniti,qx80,excellent,8 cylinders,gas,124268.0,automatic,4wd,SUV,silver
33990,2015.0,jaguar,xj xjl portfolio sedan 4d,good,6 cylinders,other,28153.0,other,rwd,sedan,green
18950,2008.0,jeep,wrangler unlimited,excellent,6 cylinders,gas,126000.0,automatic,4wd,missing,green
0,2000.0,chevrolet,venture van,missing,missing,gas,1.0,automatic,missing,missing,missing
24995,2010.0,missing,International 4300,missing,8 cylinders,diesel,120882.0,automatic,rwd,missing,white
22950,2014.0,audi,q7 3.0t premuim plus,excellent,6 cylinders,gas,77567.0,automatic,4wd,SUV,missing
38590,2020.0,nissan,maxima platinum sedan 4d,good,6 cylinders,gas,11272.0,other,fwd,sedan,black
5000,2005.0,chevrolet,trailblazer,good,8 cylinders,gas,102000.0,automatic,4wd,SUV,silver
9600,2011.0,mercedes-benz,benz sprinter 2500 high roof 170-in. wb ext,missing,missing,gas,340300.0,automatic,rwd,van,white
16999,2012.0,ford,f-150 fx4,missing,8 cylinders,gas,225575.0,automatic,4wd,truck,missing
37590,2015.0,porsche,boxster roadster 2d,good,missing,other,61163.0,other,missing,other,white
5700,2002.0,chevrolet,silverado 2500hd 4x4,good,8 cylinders,gas,287362.0,automatic,4wd,pickup,missing
31977,2017.0,cadillac,xt5,missing,6 cylinders,gas,18725.0,automatic,fwd,SUV,grey
0,2017.0,chevrolet,cruze,excellent,4 cylinders,gas,97042.0,manual,fwd,sedan,silver
14995,2008.0,toyota,sequoia limited,excellent,8 cylinders,gas,168800.0,automatic,rwd,SUV,silver
32900,2018.0,ford,flex limited awd,excellent,6 cylinders,gas,31700.0,automatic,4wd,missing,red
0,2017.0,lexus,is,missing,missing,gas,9522.0,automatic,fwd,sedan,black
12500,2012.0,honda,cr-v,missing,missing,gas,128343.0,automatic,fwd,SUV,missing
6000,1958.0,lincoln,continental mark iii,good,8 cylinders,gas,91981.0,automatic,fwd,missing,black
12000,1916.0,dodge,missing,good,4 cylinders,gas,30000.0,manual,rwd,convertible,black
37579,2019.0,jeep,grand cherokee,missing,6 cylinders,gas,10016.0,automatic,4wd,SUV,white
8500,2007.0,dodge,nitro r/t,excellent,6 cylinders,gas,125000.0,automatic,4wd,SUV,blue
22990,2020.0,mitsubishi,eclipse cross le,good,missing,gas,11215.0,other,missing,hatchback,black
6250,1984.0,chevrolet,scottsdale,good,8 cylinders,gas,160000.0,automatic,fwd,truck,red
10995,2009.0,chevrolet,silverado 1500,good,8 cylinders,gas,184728.0,automatic,4wd,truck,white
0,2020.0,buick,enclave,missing,missing,gas,45876.0,automatic,fwd,missing,white
7499,2011.0,missing,VOLASWAGEN TIGUAN 4MOTION,missing,missing,gas,140000.0,automatic,missing,missing,missing
11500,2013.0,honda,accord ex-l,like new,4 cylinders,gas,85000.0,automatic,fwd,sedan,grey
13000,2006.0,chevrolet,silverado,excellent,8 cylinders,gas,168900.0,automatic,4wd,pickup,red
0,2020.0,kia,soul lx,good,missing,other,34476.0,other,fwd,hatchback,silver
17500,2018.0,jeep,renegade,missing,4 cylinders,gas,39189.0,automatic,fwd,SUV,white
33990,2019.0,ram,1500 classic crew cab lone,good,missing,other,50613.0,other,missing,pickup,blue
17590,2011.0,infiniti,g g37x coupe 2d,good,6 cylinders,gas,74177.0,other,missing,coupe,black
30990,2014.0,audi,s5 prestige convertible 2d,good,6 cylinders,gas,37573.0,automatic,missing,convertible,missing
38590,2018.0,acura,rlx sport hybrid sh-awd,good,missing,other,17859.0,other,missing,sedan,missing
199,2017.0,dodge,charger,missing,missing,gas,20078.0,automatic,missing,missing,missing
71995,2018.0,rover,sport,missing,missing,gas,33704.0,automatic,4wd,SUV,silver
9976,2007.0,lexus,is,missing,6 cylinders,gas,151603.0,automatic,missing,sedan,silver
0,2014.0,chevrolet,cruze ls,missing,4 cylinders,gas,missing,automatic,fwd,sedan,missing
8500,2004.0,toyota,4runner sr-5 sport 2wd--we finance!!,missing,missing,gas,184195.0,automatic,rwd,missing,missing
4500,2006.0,kia,sportage lx,good,6 cylinders,gas,180000.0,automatic,4wd,missing,grey
25999,2015.0,ford,mustang,missing,8 cylinders,gas,76180.0,automatic,rwd,convertible,black
6895,2008.0,volvo,s40,excellent,missing,gas,100302.0,automatic,fwd,missing,red
16388,2011.0,chevrolet,avalanche,missing,8 cylinders,gas,135702.0,automatic,rwd,truck,black
36000,2014.0,porsche,cayenne,excellent,6 cylinders,gas,55302.0,automatic,rwd,SUV,white
23990,2017.0,ford,focus st hatchback 4d,good,missing,gas,18446.0,other,fwd,hatchback,blue
14975,2011.0,infiniti,qx56,excellent,8 cylinders,gas,177103.0,automatic,4wd,SUV,black
27998,2018.0,alfa-romeo,romeo stelvio,missing,4 cylinders,gas,31698.0,automatic,4wd,wagon,black
10500,2014.0,subaru,outback 2.5i premium,excellent,4 cylinders,gas,109575.0,automatic,4wd,SUV,grey
42590,2020.0,buick,enclave premium sport,good,6 cylinders,gas,1134.0,other,missing,SUV,black
17900,2017.0,chevrolet,malibu,excellent,4 cylinders,gas,23981.0,automatic,fwd,sedan,red
31995,2017.0,ram,2500,missing,8 cylinders,gas,111789.0,automatic,4wd,truck,white
700,1999.0,audi,a6 quattro,fair,missing,gas,255000.0,automatic,missing,missing,missing
11900,2010.0,ram,1500,good,8 cylinders,gas,154000.0,automatic,4wd,missing,black
0,2015.0,hyundai,sonata,missing,missing,gas,85816.0,automatic,missing,missing,missing
10800,2014.0,bmw,x1 xdrive28i 8-speed automatic,missing,missing,missing,125000.0,automatic,4wd,SUV,missing
2175,1965.0,chevrolet,c10 pickup,salvage,8 cylinders,gas,2.0,automatic,rwd,pickup,white
24990,2020.0,mitsubishi,outlander gt sport,good,missing,other,28945.0,other,4wd,SUV,white
25990,2019.0,ram,1500 classic regular cab,good,8 cylinders,gas,12302.0,other,missing,pickup,white
16999,2014.0,missing,2014,missing,missing,gas,89000.0,automatic,missing,missing,missing
0,2010.0,nissan,sentra,missing,missing,gas,102927.0,missing,fwd,sedan,blue
27675,2018.0,hyundai,santa fe,good,6 cylinders,gas,52891.0,automatic,fwd,SUV,white
29855,2020.0,nissan,nv1500 cargo van,excellent,6 cylinders,gas,71164.0,automatic,rwd,van,white
33990,2018.0,audi,a5 premium plus coupe 2d,good,missing,gas,26023.0,other,missing,coupe,black
6995,2016.0,ford,fiesta,missing,4 cylinders,gas,111380.0,manual,fwd,sedan,grey
36500,2016.0,gmc,sierra 1500,like new,8 cylinders,gas,50000.0,automatic,4wd,truck,custom
26990,2018.0,infiniti,q50 3.0t luxe sedan 4d,good,6 cylinders,gas,20193.0,other,rwd,sedan,black
3900,2011.0,ford,escape,good,6 cylinders,gas,156000.0,automatic,fwd,SUV,black
16599,2012.0,jeep,wrangler unlimited,like new,6 cylinders,gas,132783.0,automatic,4wd,SUV,white
4999,2008.0,missing,Suzuki SX4,missing,missing,other,120940.0,manual,missing,hatchback,white
22999,2014.0,ram,2500,missing,8 cylinders,gas,130496.0,automatic,4wd,truck,white
0,2011.0,ram,1500,excellent,8 cylinders,gas,107808.0,automatic,4wd,truck,black
6995,2012.0,subaru,legacy 2.5i premium,excellent,4 cylinders,gas,135000.0,automatic,4wd,missing,blue
16995,2012.0,nissan,nv,excellent,6 cylinders,gas,181667.0,automatic,rwd,missing,white
44999,2011.0,ford,super duty f-350 srw laria,missing,8 cylinders,diesel,103639.0,automatic,4wd,truck,missing
4000,1997.0,chevrolet,tahoe,good,8 cylinders,gas,360000.0,automatic,rwd,SUV,red
0,2018.0,ram,2500 tradesman,missing,8 cylinders,gas,36580.0,automatic,4wd,missing,missing
38990,2018.0,bmw,7 series 740i sedan 4d,good,missing,other,50905.0,other,rwd,sedan,white
7200,2010.0,honda,oddessy exl,good,6 cylinders,gas,126.0,automatic,fwd,van,missing
18988,2011.0,gmc,yukon,missing,missing,gas,107022.0,automatic,missing,missing,missing
19390,2017.0,ford,escape titanium,like new,4 cylinders,gas,72257.0,automatic,4wd,SUV,grey
26990,1998.0,mitsubishi,fuso fh211,good,4 cylinders,diesel,166302.0,manual,rwd,truck,white
0,2019.0,ford,transit,good,6 cylinders,gas,35005.0,automatic,rwd,van,white
51692,2020.0,ram,2500 tradesman,new,8 cylinders,gas,8226.0,automatic,4wd,pickup,white
13995,2016.0,dodge,journey,missing,missing,gas,101944.0,automatic,fwd,SUV,red
10990,2013.0,nissan,sentra s sedan 4d,good,missing,gas,81557.0,other,fwd,sedan,red
15995,2014.0,ram,1500,like new,8 cylinders,diesel,150000.0,automatic,4wd,pickup,red
10200,2012.0,ford,taurus sho awd,good,missing,gas,114000.0,automatic,missing,missing,white
26990,2018.0,alfa-romeo,romeo giulia ti sedan 4d,good,missing,gas,14017.0,other,rwd,sedan,white
20561,2020.0,volkswagen,jetta,missing,4 cylinders,gas,5776.0,automatic,fwd,sedan,grey
9800,2013.0,chrysler,town & country,good,6 cylinders,gas,95569.0,automatic,fwd,van,black
19491,2013.0,lexus,rx 450h,missing,6 cylinders,hybrid,79893.0,automatic,fwd,SUV,white
22990,2020.0,buick,encore gx select sport,good,missing,gas,2298.0,other,fwd,SUV,blue
18900,2014.0,jeep,grand cherokee,missing,missing,gas,0.0,automatic,4wd,missing,missing
2250,2009.0,toyota,corolla,excellent,4 cylinders,gas,108750.0,automatic,missing,missing,black
13995,2018.0,chevrolet,cruze,excellent,4 cylinders,gas,15449.0,automatic,fwd,sedan,red
34988,2019.0,ford,f-150,missing,6 cylinders,gas,23031.0,automatic,4wd,truck,grey
37990,2019.0,ford,f150 supercrew cab xlt,good,missing,other,16757.0,other,missing,pickup,black
23985,2019.0,chevrolet,silverado 3500,salvage,8 cylinders,diesel,53664.0,automatic,4wd,pickup,white
12495,2010.0,ford,mustang,missing,missing,gas,97635.0,manual,missing,coupe,red
1,2015.0,audi,a7,excellent,6 cylinders,gas,62627.0,other,4wd,sedan,grey
11987,2011.0,chevrolet,equinox lt w/1lt,good,missing,gas,88405.0,other,missing,other,missing
0,2018.0,ford,f-150,excellent,missing,gas,31283.0,automatic,missing,pickup,black
5999,2008.0,honda,cr-v,like new,4 cylinders,gas,135951.0,automatic,4wd,SUV,missing
10500,1976.0,missing,oldsmobile cutlass supreme,good,8 cylinders,gas,65200.0,automatic,rwd,missing,red
9998,2010.0,subaru,outback,missing,6 cylinders,gas,154817.0,automatic,4wd,wagon,missing
24900,2016.0,bmw,x4,missing,missing,gas,66964.0,automatic,missing,missing,missing
19990,2011.0,rover,sport,excellent,8 cylinders,gas,70117.0,automatic,4wd,SUV,black
28590,2017.0,ram,1500 quad cab express pickup,good,missing,other,41816.0,other,4wd,pickup,missing
11894,2017.0,hyundai,elantra se sedan 4d,excellent,4 cylinders,gas,86245.0,other,missing,sedan,missing
8000,2003.0,chevrolet,tahoe,excellent,missing,gas,185000.0,automatic,missing,SUV,missing
1000,2006.0,honda,odyssey,missing,missing,gas,180000.0,automatic,missing,missing,missing
37990,2018.0,chevrolet,silverado 2500 hd,good,missing,other,3749.0,other,missing,pickup,white
3999,2007.0,volkswagen,beetle coupe,missing,5 cylinders,gas,115000.0,manual,fwd,coupe,silver
21999,2012.0,chevrolet,express commercial cu,good,8 cylinders,gas,120648.0,automatic,rwd,other,white
5499,2011.0,hyundai,sonata,excellent,4 cylinders,gas,120528.0,manual,fwd,sedan,silver
7000,2012.0,toyota,camry,good,4 cylinders,gas,213000.0,automatic,missing,sedan,grey
32990,2020.0,cadillac,ct5 premium luxury,good,missing,other,15588.0,other,missing,sedan,white
10500,2006.0,ford,mustang,excellent,8 cylinders,gas,125045.0,automatic,rwd,convertible,red
0,2015.0,toyota,tundra,missing,missing,gas,126850.0,automatic,4wd,pickup,silver
43990,2020.0,buick,enclave premium sport,good,missing,other,2212.0,other,missing,other,black
3200,2006.0,toyota,corolla,good,4 cylinders,gas,106000.0,automatic,fwd,sedan,blue
13999,2010.0,chevrolet,colorado,missing,5 cylinders,gas,126050.0,automatic,4wd,truck,silver
5495,2009.0,dodge,journey sxt awd,excellent,6 cylinders,gas,160000.0,automatic,4wd,SUV,blue
31995,2013.0,rover,missing,missing,missing,gas,110746.0,automatic,missing,SUV,missing
5000,2008.0,mazda,mazda3,excellent,4 cylinders,gas,73940.0,automatic,fwd,sedan,black
4400,2008.0,toyota,prius,excellent,4 cylinders,hybrid,112000.0,automatic,missing,sedan,red
33995,2013.0,ford,f-250 super duty super duty,missing,missing,gas,70000.0,automatic,missing,missing,missing
15500,2014.0,bmw,320i,missing,missing,gas,71004.0,automatic,missing,sedan,black
17875,1995.0,chevrolet,corvette,missing,missing,gas,85970.0,automatic,missing,convertible,green
1900,1983.0,mercedes-benz,300sd,fair,5 cylinders,diesel,307000.0,automatic,rwd,sedan,blue
48999,2019.0,ram,1500 laramie automatic,missing,missing,gas,29646.0,automatic,4wd,pickup,silver
28590,2017.0,jeep,wrangler sport suv 2d,good,missing,other,31783.0,other,4wd,other,missing
20590,2015.0,bmw,4 series 428i gran coupe,good,missing,gas,65290.0,automatic,missing,coupe,black
6495,2008.0,honda,civic,excellent,4 cylinders,gas,132000.0,automatic,missing,missing,missing
7900,2005.0,chevrolet,avalanche,excellent,8 cylinders,gas,231287.0,automatic,missing,missing,missing
26750,2015.0,ford,f150 xlt supercrew,excellent,8 cylinders,gas,117000.0,automatic,4wd,missing,white
11700,2014.0,mazda,missing,like new,4 cylinders,gas,70122.0,automatic,missing,missing,black
21583,2016.0,ford,f250,excellent,8 cylinders,gas,120312.0,automatic,rwd,missing,yellow
0,2011.0,ford,f-150,missing,missing,gas,104808.0,automatic,missing,missing,missing
39990,2020.0,ford,mustang gt coupe 2d,good,8 cylinders,gas,549.0,other,rwd,coupe,blue
15295,2015.0,chevrolet,traverse,missing,missing,gas,115911.0,automatic,missing,missing,missing
10900,2014.0,bmw,328i sedan luxury,excellent,4 cylinders,gas,111966.0,automatic,rwd,sedan,brown
10000,2010.0,jeep,wrangler unlimited,missing,6 cylinders,gas,196000.0,automatic,4wd,missing,green
11583,2013.0,chrysler,town & country,excellent,6 cylinders,gas,130366.0,automatic,fwd,mini-van,grey
34590,2020.0,infiniti,qx50 essential sport,good,missing,gas,29577.0,other,fwd,hatchback,white
38999,2013.0,bmw,m5,missing,8 cylinders,gas,32126.0,automatic,rwd,sedan,silver
9500,1999.0,chevrolet,k3500,good,8 cylinders,gas,176000.0,automatic,4wd,pickup,white
17500,2010.0,ford,f-150,missing,missing,gas,135129.0,automatic,missing,missing,missing
3800,2007.0,honda,accord,like new,5 cylinders,gas,170000.0,automatic,fwd,other,silver
62995,2017.0,chevrolet,silverado 3500 high country drw 4wd 6.6l duramax,missing,8 cylinders,other,74015.0,automatic,4wd,pickup,white
37590,2019.0,acura,mdx advance pkg sport,good,missing,other,30356.0,other,missing,other,silver
34999,2017.0,toyota,tacoma trd off road,missing,6 cylinders,gas,123235.0,manual,4wd,truck,missing
13490,2013.0,audi,a4 quattro,good,4 cylinders,gas,70377.0,automatic,4wd,wagon,custom
18389,2019.0,ford,fusion hybrid,missing,missing,hybrid,35947.0,automatic,fwd,sedan,blue
16995,2016.0,dodge,journey,missing,missing,gas,79133.0,automatic,fwd,SUV,black
40990,2018.0,jeep,wrangler unlimited all new,good,6 cylinders,gas,27605.0,other,4wd,SUV,white
10500,2001.0,gmc,sierra 2500 slt 4x4,good,8 cylinders,diesel,277000.0,automatic,4wd,truck,green
49897,2021.0,toyota,tundra,missing,8 cylinders,gas,15965.0,other,4wd,truck,white
20995,2016.0,ford,f-150,missing,missing,gas,140199.0,automatic,fwd,pickup,missing
22590,2015.0,hyundai,genesis coupe 3.8 2d,good,6 cylinders,gas,20346.0,other,rwd,coupe,missing
10700,2014.0,toyota,corolla le,excellent,missing,diesel,162687.0,automatic,fwd,sedan,white
52990,2020.0,jaguar,e-pace p300 r-dynamic se,good,missing,gas,79.0,other,missing,other,white
11999,2004.0,ram,1500,missing,8 cylinders,gas,130395.0,automatic,4wd,truck,missing
10905,2015.0,chevrolet,malibu,missing,4 cylinders,gas,101549.0,automatic,fwd,sedan,red
7900,2006.0,ford,f-150 xlt,excellent,6 cylinders,gas,148000.0,automatic,missing,pickup,blue
11995,2013.0,lincoln,mkz,missing,missing,gas,132785.0,automatic,missing,missing,missing
19590,2017.0,mitsubishi,outlander se sport,good,missing,other,50473.0,other,4wd,SUV,brown
46990,2016.0,ram,4500,good,6 cylinders,diesel,17619.0,automatic,rwd,truck,white
16999,1963.0,missing,oldsmobile cutlass,excellent,8 cylinders,gas,91000.0,manual,rwd,convertible,blue
